date,home_team,away_team,home_score,away_score,tournament,country,neutral
2014-08-16,British Virgin Islands,Saint Martin,2,4,Friendly,British Virgin Islands,False
2014-08-20,Azerbaijan,Uzbekistan,0,0,Friendly,Azerbaijan,False
2014-08-20,Panama,Cuba,4,0,Friendly,Panama,False
2014-08-23,Guatemala,Cuba,1,0,Friendly,Guatemala,False
2014-08-24,French Guiana,Suriname,0,1,Friendly,French Guiana,False
2014-08-26,Seychelles,Sri Lanka,1,2,Friendly,Seychelles,False
2014-08-27,Norway,United Arab Emirates,0,0,Friendly,Norway,False
2014-08-28,Seychelles,Sri Lanka,3,0,Friendly,Seychelles,False
2014-08-30,Egypt,Kenya,1,0,Friendly,Egypt,False
2014-08-30,El Salvador,Dominican Republic,2,0,Friendly,El Salvador,False
2014-08-31,Zambia,Sudan,3,1,Friendly,Zambia,False
2014-09-02,Niger,Uganda,2,0,Friendly,Niger,False
2014-09-03,Philippines,Taiwan,5,1,Friendly tournament,Philippines,False
2014-09-03,Myanmar,Palestine,4,1,Friendly tournament,Philippines,True
2014-09-03,Ireland,Oman,2,0,Friendly,Ireland,False
2014-09-03,Morocco,Qatar,0,0,Friendly,Morocco,False
2014-09-03,Lithuania,United Arab Emirates,1,1,Friendly,Austria,True
2014-09-03,Czechia,United States,0,1,Friendly,Czechia,False
2014-09-03,Costa Rica,Nicaragua,3,0,CONCACAF Ch q & C Am Cup,United States,True
2014-09-03,Guatemala,El Salvador,2,1,CONCACAF Ch q & C Am Cup,United States,True
2014-09-03,Puerto Rico,Curaçao,2,2,CONCACAF Ch & Car Ch q,Puerto Rico,False
2014-09-03,Honduras,Belize,2,0,CONCACAF Ch q & C Am Cup,United States,True
2014-09-03,Dominica,Guyana,0,0,CONCACAF Ch & Car Ch q,Saint Kitts and Nevis,True
2014-09-03,Barbados,Suriname,1,1,CONCACAF Ch & Car Ch q,Martinique,True
2014-09-03,Martinique,Bonaire,6,0,CONCACAF Ch & Car Ch q,Martinique,False
2014-09-03,French Guiana,Grenada,1,1,CONCACAF Ch & Car Ch q,Puerto Rico,True
2014-09-03,Saint Kitts and Nevis,Saint Lucia,0,0,CONCACAF Ch & Car Ch q,Saint Kitts and Nevis,False
2014-09-03,St Vincent & Grenadines,Dominican Republic,1,0,CONCACAF Ch & Car Ch q,Antigua and Barbuda,True
2014-09-03,Antigua and Barbuda,Anguilla,6,0,CONCACAF Ch & Car Ch q,Antigua and Barbuda,False
2014-09-03,Germany,Argentina,2,4,Friendly,Germany,False
2014-09-03,England,Norway,1,0,Friendly,England,False
2014-09-03,Russia,Azerbaijan,4,0,Friendly,Russia,False
2014-09-03,Denmark,Turkey,1,2,Friendly,Denmark,False
2014-09-03,Latvia,Armenia,2,0,Friendly,Latvia,False
2014-09-03,Ukraine,Moldova,1,0,Friendly,Ukraine,False
2014-09-04,Belgium,Australia,2,0,Friendly,Belgium,False
2014-09-04,China,Kuwait,3,1,Friendly,China,False
2014-09-04,Peru,Iraq,2,0,Friendly,United Arab Emirates,True
2014-09-04,Uzbekistan,Jordan,2,0,Friendly,Uzbekistan,False
2014-09-04,Belarus,Tajikistan,6,1,Friendly,Belarus,False
2014-09-04,France,Spain,1,0,Friendly,France,False
2014-09-04,Italy,Netherlands,2,0,Friendly,Italy,False
2014-09-04,Sweden,Estonia,2,0,Friendly,Sweden,False
2014-09-04,Slovakia,Malta,1,0,Friendly,Slovakia,False
2014-09-04,Croatia,Cyprus,2,0,Friendly,Croatia,False
2014-09-04,Bosnia and Herzegovina,Liechtenstein,3,0,Friendly,Bosnia and Herzegovina,False
2014-09-05,Japan,Uruguay,0,2,Friendly,Japan,False
2014-09-05,South Korea,Venezuela,3,1,Friendly,South Korea,False
2014-09-05,Kazakhstan,Kyrgyzstan,7,1,Friendly,Kazakhstan,False
2014-09-05,Senegal,Egypt,2,0,African Nations Cup qualifier,Senegal,False
2014-09-05,Sudan,South Africa,0,3,African Nations Cup qualifier,Sudan,False
2014-09-05,Guinea,Togo,2,1,African Nations Cup qualifier,Morocco,True
2014-09-05,Curaçao,Grenada,2,1,CONCACAF Ch & Car Ch q,Puerto Rico,True
2014-09-05,Saint Lucia,Guyana,2,0,CONCACAF Ch & Car Ch q,Saint Kitts and Nevis,True
2014-09-05,Martinique,Barbados,3,2,CONCACAF Ch & Car Ch q,Martinique,False
2014-09-05,Saint Kitts and Nevis,Dominica,5,0,CONCACAF Ch & Car Ch q,Saint Kitts and Nevis,False
2014-09-05,Bonaire,Suriname,3,2,CONCACAF Ch & Car Ch q,Martinique,True
2014-09-05,Puerto Rico,French Guiana,1,2,CONCACAF Ch & Car Ch q,Puerto Rico,False
2014-09-05,Antigua and Barbuda,Dominican Republic,2,1,CONCACAF Ch & Car Ch q,Antigua and Barbuda,False
2014-09-05,St Vincent & Grenadines,Anguilla,4,0,CONCACAF Ch & Car Ch q,Antigua and Barbuda,True
2014-09-05,Brazil,Colombia,1,0,Friendly,United States,True
2014-09-06,Philippines,Myanmar,2,3,Friendly tournament,Philippines,False
2014-09-06,Vietnam,Hong Kong,3,1,Friendly,Vietnam,False
2014-09-06,Palestine,Taiwan,7,3,Friendly tournament,Philippines,True
2014-09-06,Singapore,Papua New Guinea,2,1,Friendly,Singapore,False
2014-09-06,Ghana,Uganda,1,1,African Nations Cup qualifier,Ghana,False
2014-09-06,Zambia,Mozambique,0,0,African Nations Cup qualifier,Zambia,False
2014-09-06,Ethiopia,Algeria,1,2,African Nations Cup qualifier,Ethiopia,False
2014-09-06,DR Congo,Cameroon,0,2,African Nations Cup qualifier,DR Congo,False
2014-09-06,Ivory Coast,Sierra Leone,2,1,African Nations Cup qualifier,Ivory Coast,False
2014-09-06,Nigeria,Congo,2,3,African Nations Cup qualifier,Nigeria,False
2014-09-06,Tunisia,Botswana,2,1,African Nations Cup qualifier,Tunisia,False
2014-09-06,Niger,Cape Verde,1,3,African Nations Cup qualifier,Niger,False
2014-09-06,Gabon,Angola,1,0,African Nations Cup qualifier,Gabon,False
2014-09-06,Burkina Faso,Lesotho,2,0,African Nations Cup qualifier,Burkina Faso,False
2014-09-06,Chile,Mexico,0,0,Friendly,United States,True
2014-09-06,Trinidad and Tobago,Guadeloupe,1,1,Friendly,Trinidad and Tobago,False
2014-09-06,Ecuador,Bolivia,4,0,Friendly,United States,True
2014-09-07,Kosovo,Oman,1,0,Friendly,Kosovo,False
2014-09-07,Paraguay,United Arab Emirates,0,0,Friendly,Austria,True
2014-09-07,Burundi,Tanzania,2,0,Friendly,Burundi,False
2014-09-07,Morocco,Libya,3,0,Friendly,Morocco,False
2014-09-07,Mali,Malawi,2,0,African Nations Cup qualifier,Mali,False
2014-09-07,Costa Rica,Panama,2,2,CONCACAF Ch q & C Am Cup,United States,True
2014-09-07,El Salvador,Honduras,1,0,CONCACAF Ch q & C Am Cup,United States,True
2014-09-07,Guatemala,Belize,2,1,CONCACAF Ch q & C Am Cup,United States,True
2014-09-07,Curaçao,French Guiana,0,0,CONCACAF Ch & Car Ch q,Puerto Rico,True
2014-09-07,Saint Kitts and Nevis,Guyana,2,0,CONCACAF Ch & Car Ch q,Saint Kitts and Nevis,False
2014-09-07,Barbados,Bonaire,4,1,CONCACAF Ch & Car Ch q,Martinique,True
2014-09-07,Martinique,Suriname,0,0,CONCACAF Ch & Car Ch q,Martinique,False
2014-09-07,Saint Lucia,Dominica,2,1,CONCACAF Ch & Car Ch q,Saint Kitts and Nevis,True
2014-09-07,Puerto Rico,Grenada,2,2,CONCACAF Ch & Car Ch q,Puerto Rico,False
2014-09-07,Dominican Republic,Anguilla,10,0,CONCACAF Ch & Car Ch q,Antigua and Barbuda,True
2014-09-07,Antigua and Barbuda,St Vincent & Grenadines,2,1,CONCACAF Ch & Car Ch q,Antigua and Barbuda,False
2014-09-07,Germany,Scotland,2,1,European Championship qual,Germany,False
2014-09-07,Hungary,Northern Ireland,1,2,European Championship qual,Hungary,False
2014-09-07,Serbia,France,1,1,Friendly,Serbia,False
2014-09-07,Faroe Islands,Finland,1,3,European Championship qual,Faroe Islands,False
2014-09-07,Denmark,Armenia,2,1,European Championship qual,Denmark,False
2014-09-07,Poland,Gibraltar,7,0,European Championship qual,Portugal,True
2014-09-07,Portugal,Albania,0,1,European Championship qual,Portugal,False
2014-09-07,Greece,Romania,0,1,European Championship qual,Greece,False
2014-09-07,Georgia,Ireland,1,2,European Championship qual,Georgia,False
2014-09-08,Australia,Saudi Arabia,3,2,Friendly,England,True
2014-09-08,South Korea,Uruguay,0,1,Friendly,South Korea,False
2014-09-08,Uzbekistan,New Zealand,3,1,Friendly,Uzbekistan,False
2014-09-08,Switzerland,England,0,2,European Championship qual,Switzerland,False
2014-09-08,Austria,Sweden,1,1,European Championship qual,Austria,False
2014-09-08,Luxembourg,Belarus,1,1,European Championship qual,Luxembourg,False
2014-09-08,Russia,Liechtenstein,4,0,European Championship qual,Russia,False
2014-09-08,Estonia,Slovenia,1,0,European Championship qual,Estonia,False
2014-09-08,Spain,Macedonia,5,1,European Championship qual,Spain,False
2014-09-08,San Marino,Lithuania,0,2,European Championship qual,San Marino,False
2014-09-08,Ukraine,Slovakia,0,1,European Championship qual,Ukraine,False
2014-09-08,Montenegro,Moldova,2,0,European Championship qual,Montenegro,False
2014-09-09,Japan,Venezuela,2,2,Friendly,Japan,False
2014-09-09,China,Jordan,1,1,Friendly,China,False
2014-09-09,Indonesia,Yemen,0,0,Friendly,Indonesia,False
2014-09-09,Singapore,Hong Kong,0,0,Friendly,Singapore,False
2014-09-09,Kuwait,Bahrain,0,1,Friendly,Kuwait,False
2014-09-09,Qatar,Peru,0,2,Friendly,Qatar,False
2014-09-09,Canada,Jamaica,3,1,Friendly,Canada,False
2014-09-09,Mexico,Bolivia,1,0,Friendly,United States,True
2014-09-09,Chile,Haiti,1,0,Friendly,United States,True
2014-09-09,Brazil,Ecuador,1,0,Friendly,United States,True
2014-09-09,Andorra,Wales,1,2,European Championship qual,Andorra,False
2014-09-09,Czechia,Netherlands,2,1,European Championship qual,Czechia,False
2014-09-09,Norway,Italy,0,2,European Championship qual,Norway,False
2014-09-09,Kazakhstan,Latvia,0,0,European Championship qual,Kazakhstan,False
2014-09-09,Iceland,Turkey,3,0,European Championship qual,Iceland,False
2014-09-09,Azerbaijan,Bulgaria,1,2,European Championship qual,Azerbaijan,False
2014-09-09,Croatia,Malta,2,0,European Championship qual,Croatia,False
2014-09-09,Bosnia and Herzegovina,Cyprus,1,2,European Championship qual,Bosnia and Herzegovina,False
2014-09-10,Egypt,Tunisia,0,1,African Nations Cup qualifier,Egypt,False
2014-09-10,South Africa,Nigeria,0,0,African Nations Cup qualifier,South Africa,False
2014-09-10,Uganda,Guinea,2,0,African Nations Cup qualifier,Uganda,False
2014-09-10,Cape Verde,Zambia,2,1,African Nations Cup qualifier,Cape Verde,False
2014-09-10,Malawi,Ethiopia,3,2,African Nations Cup qualifier,Malawi,False
2014-09-10,DR Congo,Sierra Leone,2,0,African Nations Cup qualifier,DR Congo,False
2014-09-10,Togo,Ghana,2,3,African Nations Cup qualifier,Togo,False
2014-09-10,Congo,Sudan,2,0,African Nations Cup qualifier,Congo,False
2014-09-10,Cameroon,Ivory Coast,4,1,African Nations Cup qualifier,Cameroon,False
2014-09-10,Algeria,Mali,1,0,African Nations Cup qualifier,Algeria,False
2014-09-10,Lesotho,Gabon,1,1,African Nations Cup qualifier,Lesotho,False
2014-09-10,Angola,Burkina Faso,0,3,African Nations Cup qualifier,Angola,False
2014-09-10,Botswana,Senegal,0,2,African Nations Cup qualifier,Botswana,False
2014-09-10,Mozambique,Niger,1,1,African Nations Cup qualifier,Mozambique,False
2014-09-10,Namibia,Swaziland,1,1,Friendly,Namibia,False
2014-09-10,El Salvador,Belize,2,0,CONCACAF Ch q & C Am Cup,United States,True
2014-09-10,Guatemala,Honduras,2,0,CONCACAF Ch q & C Am Cup,United States,True
2014-09-10,Panama,Nicaragua,2,0,CONCACAF Ch q & C Am Cup,United States,True
2014-09-13,Costa Rica,Guatemala,2,1,Central American Cup,United States,True
2014-09-13,Panama,El Salvador,1,0,Central American Cup,United States,True
2014-09-13,Honduras,Nicaragua,1,0,CONCACAF Ch q & C Am Cup,United States,True
2014-09-14,Indonesia,Malaysia,2,0,Friendly,Indonesia,False
2014-09-20,Malaysia,Cambodia,4,1,Friendly,Malaysia,False
2014-09-21,British Virgin Islands,St Vincent & Grenadines,0,6,Friendly,British Virgin Islands,False
2014-09-25,Indonesia,Cambodia,1,0,Friendly,Indonesia,False
2014-10-06,India,Palestine,2,3,Friendly,India,False
2014-10-06,Qatar,Uzbekistan,3,0,Friendly,Qatar,False
2014-10-08,Taiwan,Cambodia,0,2,Friendly,Taiwan,False
2014-10-08,Curaçao,Martinique,1,1,CONCACAF Ch & Car Ch q,Guadeloupe,True
2014-10-08,Haiti,French Guiana,2,2,CONCACAF Ch & Car Ch q,Haiti,False
2014-10-08,Trinidad and Tobago,Dominican Republic,6,1,CONCACAF Ch & Car Ch q,Trinidad and Tobago,False
2014-10-08,Barbados,Saint Kitts and Nevis,3,2,CONCACAF Ch & Car Ch q,Haiti,True
2014-10-08,Guadeloupe,St Vincent & Grenadines,3,1,CONCACAF Ch & Car Ch q,Guadeloupe,False
2014-10-08,Antigua and Barbuda,Saint Lucia,2,1,CONCACAF Ch & Car Ch q,Trinidad and Tobago,True
2014-10-09,Qatar,Lebanon,5,0,Friendly,Qatar,False
2014-10-09,Morocco,Central African Republic,4,0,Friendly,Morocco,False
2014-10-09,Mexico,Honduras,2,0,Friendly,Mexico,False
2014-10-09,England,San Marino,5,0,European Championship qual,England,False
2014-10-09,Moldova,Austria,1,2,European Championship qual,Moldova,False
2014-10-09,Slovenia,Switzerland,1,0,European Championship qual,Slovenia,False
2014-10-09,Sweden,Russia,1,1,European Championship qual,Sweden,False
2014-10-09,Macedonia,Luxembourg,3,2,European Championship qual,Macedonia,False
2014-10-09,Lithuania,Estonia,1,0,European Championship qual,Lithuania,False
2014-10-09,Slovakia,Spain,2,1,European Championship qual,Slovakia,False
2014-10-09,Belarus,Ukraine,0,2,European Championship qual,Belarus,False
2014-10-09,Liechtenstein,Montenegro,0,0,European Championship qual,Liechtenstein,False
2014-10-10,Japan,Jamaica,1,0,Friendly,Japan,False
2014-10-10,United Arab Emirates,Australia,0,0,Friendly,United Arab Emirates,False
2014-10-10,China,Thailand,3,0,Friendly,China,False
2014-10-10,South Korea,Paraguay,2,0,Friendly,South Korea,False
2014-10-10,Hong Kong,Singapore,2,1,Friendly,Hong Kong,False
2014-10-10,Iraq,Yemen,1,1,Friendly,Bahrain,True
2014-10-10,Jordan,Kuwait,0,1,Friendly,Jordan,False
2014-10-10,Saudi Arabia,Uruguay,1,1,Friendly,Saudi Arabia,False
2014-10-10,Bahrain,Uzbekistan,0,0,Friendly,United Arab Emirates,True
2014-10-10,Oman,Costa Rica,3,4,Friendly,Oman,False
2014-10-10,Botswana,Egypt,0,2,African Nations Cup qualifier,Botswana,False
2014-10-10,Senegal,Tunisia,0,0,African Nations Cup qualifier,Senegal,False
2014-10-10,Lesotho,Angola,0,0,African Nations Cup qualifier,Lesotho,False
2014-10-10,United States,Ecuador,1,1,Friendly,United States,False
2014-10-10,Colombia,El Salvador,3,0,Friendly,United States,True
2014-10-10,St Vincent & Grenadines,Curaçao,1,0,CONCACAF Ch & Car Ch q,Guadeloupe,True
2014-10-10,Haiti,Barbados,4,2,CONCACAF Ch & Car Ch q,Haiti,False
2014-10-10,Trinidad and Tobago,Saint Lucia,2,0,CONCACAF Ch & Car Ch q,Trinidad and Tobago,False
2014-10-10,Guadeloupe,Martinique,1,2,CONCACAF Ch & Car Ch q,Guadeloupe,False
2014-10-10,Saint Kitts and Nevis,French Guiana,2,1,CONCACAF Ch & Car Ch q,Haiti,True
2014-10-10,Antigua and Barbuda,Dominican Republic,0,0,CONCACAF Ch & Car Ch q,Trinidad and Tobago,True
2014-10-10,Chile,Peru,3,0,Friendly,Chile,False
2014-10-10,Wales,Bosnia and Herzegovina,0,0,European Championship qual,Wales,False
2014-10-10,Belgium,Andorra,6,0,European Championship qual,Belgium,False
2014-10-10,Netherlands,Kazakhstan,3,1,European Championship qual,Netherlands,False
2014-10-10,Malta,Norway,0,3,European Championship qual,Malta,False
2014-10-10,Italy,Azerbaijan,2,1,European Championship qual,Italy,False
2014-10-10,Latvia,Iceland,0,3,European Championship qual,Latvia,False
2014-10-10,Turkey,Czechia,1,2,European Championship qual,Turkey,False
2014-10-10,Bulgaria,Croatia,0,1,European Championship qual,Bulgaria,False
2014-10-10,Cyprus,Israel,1,2,European Championship qual,Cyprus,False
2014-10-11,Congo,South Africa,0,2,African Nations Cup qualifier,Congo,False
2014-10-11,Uganda,Togo,0,1,African Nations Cup qualifier,Uganda,False
2014-10-11,Niger,Zambia,0,0,African Nations Cup qualifier,Niger,False
2014-10-11,Ethiopia,Mali,0,2,African Nations Cup qualifier,Ethiopia,False
2014-10-11,DR Congo,Ivory Coast,1,2,African Nations Cup qualifier,DR Congo,False
2014-10-11,Cameroon,Sierra Leone,0,0,African Nations Cup qualifier,Cameroon,False
2014-10-11,Sudan,Nigeria,1,0,African Nations Cup qualifier,Sudan,False
2014-10-11,Ghana,Guinea,1,1,African Nations Cup qualifier,Morocco,True
2014-10-11,Malawi,Algeria,0,2,African Nations Cup qualifier,Malawi,False
2014-10-11,Mozambique,Cape Verde,2,0,African Nations Cup qualifier,Mozambique,False
2014-10-11,Gabon,Burkina Faso,2,0,African Nations Cup qualifier,Gabon,False
2014-10-11,Brazil,Argentina,2,0,Friendly tournament,China,True
2014-10-11,Scotland,Georgia,1,0,European Championship qual,Scotland,False
2014-10-11,Northern Ireland,Faroe Islands,2,0,European Championship qual,Northern Ireland,False
2014-10-11,Romania,Hungary,1,1,European Championship qual,Romania,False
2014-10-11,France,Portugal,2,1,Friendly,France,False
2014-10-11,Poland,Germany,2,0,European Championship qual,Poland,False
2014-10-11,Finland,Greece,1,1,European Championship qual,Finland,False
2014-10-11,Albania,Denmark,1,1,European Championship qual,Albania,False
2014-10-11,Ireland,Gibraltar,7,0,European Championship qual,Ireland,False
2014-10-11,Armenia,Serbia,1,1,European Championship qual,Armenia,False
2014-10-12,Philippines,Papua New Guinea,5,0,Friendly,Philippines,False
2014-10-12,Pakistan,Palestine,0,2,Friendly,Pakistan,False
2014-10-12,Laos,Cambodia,3,2,Southeast Asian Champ qual,Laos,False
2014-10-12,East Timor,Brunei,4,2,Southeast Asian Champ qual,Laos,True
2014-10-12,Tanzania,Benin,4,1,Friendly,Tanzania,False
2014-10-12,Mexico,Panama,1,0,Friendly,Mexico,False
2014-10-12,Guadeloupe,Curaçao,0,1,CONCACAF Ch & Car Ch q,Guadeloupe,False
2014-10-12,Haiti,Saint Kitts and Nevis,0,0,CONCACAF Ch & Car Ch q,Haiti,False
2014-10-12,Trinidad and Tobago,Antigua and Barbuda,1,0,CONCACAF Ch & Car Ch q,Trinidad and Tobago,False
2014-10-12,French Guiana,Barbados,2,0,CONCACAF Ch & Car Ch q,Haiti,True
2014-10-12,Martinique,St Vincent & Grenadines,4,3,CONCACAF Ch & Car Ch q,Guadeloupe,True
2014-10-12,Dominican Republic,Saint Lucia,3,2,CONCACAF Ch & Car Ch q,Trinidad and Tobago,True
2014-10-12,Estonia,England,0,1,European Championship qual,Estonia,False
2014-10-12,Austria,Montenegro,1,0,European Championship qual,Austria,False
2014-10-12,Sweden,Liechtenstein,2,0,European Championship qual,Sweden,False
2014-10-12,Luxembourg,Spain,0,4,European Championship qual,Luxembourg,False
2014-10-12,Russia,Moldova,1,1,European Championship qual,Russia,False
2014-10-12,Lithuania,Slovenia,0,2,European Championship qual,Lithuania,False
2014-10-12,Belarus,Slovakia,1,3,European Championship qual,Belarus,False
2014-10-12,Ukraine,Macedonia,1,0,European Championship qual,Ukraine,False
2014-10-13,Jordan,Kuwait,1,1,Friendly,Jordan,False
2014-10-13,Oman,Uruguay,0,3,Friendly,Oman,False
2014-10-13,Morocco,Kenya,3,0,Friendly,Morocco,False
2014-10-13,Wales,Cyprus,2,1,European Championship qual,Wales,False
2014-10-13,Bosnia and Herzegovina,Belgium,1,1,European Championship qual,Bosnia and Herzegovina,False
2014-10-13,Iceland,Netherlands,2,0,European Championship qual,Iceland,False
2014-10-13,Norway,Bulgaria,2,1,European Championship qual,Norway,False
2014-10-13,Malta,Italy,0,1,European Championship qual,Malta,False
2014-10-13,Latvia,Turkey,1,1,European Championship qual,Latvia,False
2014-10-13,Andorra,Israel,1,4,European Championship qual,Andorra,False
2014-10-13,Croatia,Azerbaijan,6,0,European Championship qual,Croatia,False
2014-10-13,Kazakhstan,Czechia,2,4,European Championship qual,Kazakhstan,False
2014-10-14,Brazil,Japan,4,0,Friendly,Singapore,True
2014-10-14,Qatar,Australia,1,0,Friendly,Qatar,False
2014-10-14,China,Paraguay,2,1,Friendly,China,False
2014-10-14,Saudi Arabia,Lebanon,1,1,Friendly,Saudi Arabia,False
2014-10-14,South Korea,Costa Rica,1,3,Friendly,South Korea,False
2014-10-14,Macao,Singapore,2,2,Friendly,Macao,False
2014-10-14,East Timor,Myanmar,0,0,Southeast Asian Champ qual,Laos,True
2014-10-14,Hong Kong,Argentina,0,7,Friendly,Hong Kong,False
2014-10-14,Bahrain,Iraq,0,0,Friendly,Bahrain,False
2014-10-14,Laos,Brunei,4,2,Southeast Asian Champ qual,Laos,False
2014-10-14,United Arab Emirates,Uzbekistan,0,4,Friendly,United Arab Emirates,False
2014-10-14,United States,Honduras,1,1,Friendly,United States,False
2014-10-14,Colombia,Canada,1,0,Friendly,United States,True
2014-10-14,Ecuador,El Salvador,5,1,Friendly,United States,True
2014-10-14,Peru,Guatemala,1,0,Friendly,Peru,False
2014-10-14,Chile,Bolivia,2,2,Friendly,Chile,False
2014-10-14,Poland,Scotland,2,2,European Championship qual,Poland,False
2014-10-14,Greece,Northern Ireland,0,2,European Championship qual,Greece,False
2014-10-14,Faroe Islands,Hungary,0,1,European Championship qual,Faroe Islands,False
2014-10-14,Armenia,France,0,3,Friendly,Armenia,False
2014-10-14,San Marino,Switzerland,0,4,European Championship qual,San Marino,False
2014-10-14,Germany,Ireland,1,1,European Championship qual,Germany,False
2014-10-14,Finland,Romania,0,2,European Championship qual,Finland,False
2014-10-14,Denmark,Portugal,0,1,European Championship qual,Denmark,False
2014-10-14,Serbia,Albania,0,0,European Championship qual,Serbia,False
2014-10-14,Georgia,Gibraltar,3,0,European Championship qual,Portugal,True
2014-10-15,Egypt,Botswana,2,0,African Nations Cup qualifier,Egypt,False
2014-10-15,South Africa,Congo,0,0,African Nations Cup qualifier,South Africa,False
2014-10-15,Togo,Uganda,1,0,African Nations Cup qualifier,Togo,False
2014-10-15,Zambia,Niger,3,0,African Nations Cup qualifier,Zambia,False
2014-10-15,Mali,Ethiopia,2,3,African Nations Cup qualifier,Mali,False
2014-10-15,Ivory Coast,DR Congo,3,4,African Nations Cup qualifier,Ivory Coast,False
2014-10-15,Cameroon,Sierra Leone,2,0,African Nations Cup qualifier,Cameroon,False
2014-10-15,Nigeria,Sudan,3,1,African Nations Cup qualifier,Nigeria,False
2014-10-15,Ghana,Guinea,3,1,African Nations Cup qualifier,Ghana,False
2014-10-15,Tunisia,Senegal,1,0,African Nations Cup qualifier,Tunisia,False
2014-10-15,Algeria,Malawi,3,0,African Nations Cup qualifier,Algeria,False
